# mmdd,TotalPositive,Active,Discharged,Deceased
# numbers taken are from the last report of the day
0,0,0,0,0,2020,03,24
0,0,0,0,0,2020,03,25
1,1,1,0,0,2020,03,26
0,1,1,0,0,2020,03,27
3,4,4,0,0,2020,03,28
0,4,4,0,0,2020,03,29
0,4,4,0,0,2020,03,30
5,9,9,0,0,2020,03,31
0,9,9,0,0,2020,04,01
11,20,20,0,0,2020,04,02
0,20,20,0,0,2020,04,03
3,23,23,0,0,2020,04,04
7,30,30,0,0,2020,04,05
2,32,32,0,0,2020,04,06
9,41,41,0,0,2020,04,07
8,49,49,0,0,2020,04,08
2,51,51,0,0,2020,04,09
7,58,58,0,0,2020,04,10
17,75,75,0,0,2020,04,11
7,82,82,0,0,2020,04,12
11,93,93,0,0,2020,04,13
21,114,112,0,2,2020,04,14
8,122,118,0,4,2020,04,15
0,122,118,0,4,2020,04,16
4,126,122,0,4,2020,04,17
-1,125,121,0,4,2020,04,18
4,129,125,0,4,2020,04,19
20,149,130,15,4,2020,04,20
9,158,137,15,6,2020,04,21
19,177,146,23,8,2020,04,22
18,195,164,23,8,2020,04,23
11,206,175,23,8,2020,04,24
3,209,178,23,8,2020,04,25
3,214,177,29,8,2020,04,26
23,237,200,29,8,2020,04,27
17,254,207,39,8,2020,04,28
29,283,216,59,8,2020,04,29
4,287,192,87,8,2020,04,30
19,306,201,97,8,2020,05,01
2,308,203,97,8,2020,05,02
11,319,196,115,8,2020,05,03
19,338,215,115,8,2020,05,04
13,351,215,128,8,2020,05,05
12,363,226,129,8,2020,05,06
10,373,215,150,8,2020,05,07
1,374,202,164,8,2020,05,08
2,376,200,168,8,2020,05,09
6,382,198,176,8,2020,05,10
5,387,181,198,8,2020,05,11
0,387,181,198,8,2020,05,12
12,399,166,225,8,2020,05,13
5,404,150,246,8,2020,05,14
0,404,139,257,8,2020,05,15
9,413,148,257,8,2020,05,16
4,417,134,275,8,2020,05,17
0,417,94,315,8,2020,05,18
17,742,238,493,11,2020,06,20
26,768,256,501,11,2020,06,21
34,802,290,501,11,2020,06,22
50,852,339,501,12,2020,06,23
39,891,376,501,14,2020,06,24
67,958,431,511,16,2020,06,25
74,1032,477,538,17,2020,06,26
71,1103,548,538,17,2020,06,27
90,1193,624,552,17,2020,06,28
98,1291,700,574,17,2020,06,29
58,1349,737,594,18,2020,06,30
77,1426,814,594,18,2020,07,01
104,1530,841,670,19,2020,07,02
80,1610,878,713,19,2020,07,03
60,1670,938,713,19,2020,07,04
157,1827,1063,745,19,2020,07,05
197,2024,1229,775,20,2020,07,06
238,2262,1448,794,20,2020,07,07
173,2435,1279,1135,21,2020,07,08
228,2663,1355,1284,24,2020,07,09
136,2799,1439,1334,26,2020,07,10
68,2867,1440,1398,29,2020,07,11
152,3019,1535,1455,29,2020,07,12
191,3210,1683,1495,32,2020,07,13
146,3356,1684,1640,32,2020,07,14
468,3824,1963,1829,32,2020,07,15
139,3963,2026,1902,35,2020,07,16
367,4330,2186,2105,39,2020,07,17
214,4544,2112,2385,47,2020,07,18
354,4898,2279,2570,49,2020,07,19
596,5494,2766,2670,58,2020,07,20
577,6071,3133,2875,63,2020,07,21
842,6913,3960,2875,78,2020,07,22
1184,8097,3861,4151,85,2020,07,23
703,8800,4443,4269,88,2020,07,24
656,9456,4607,4752,97,2020,07,25
547,10003,4971,4934,98,2020,07,26
744,10747,5040,5609,98,2020,07,27
945,11692,5434,6149,109,2020,07,28
1124,12816,5981,6723,112,2020,07,29
946,13762,5887,7754,121,2020,07,30
906,14668,6556,7978,134,2020,07,31
1001,15669,7162,8366,141,2020,08,01
639,16308,7120,9039,149,2020,08,02
573,16881,6755,9975,151,2020,08,03
940,17821,7113,10545,163,2020,08,04
730,18551,6998,11374,179,2020,08,05
817,20236,7562,12477,197,2020,08,07
601,20837,7588,13038,211,2020,08,08
881,21718,7784,13711,223,2020,08,09
621,22339,7514,14592,233,2020,08,10
717,23056,7474,15340,242,2020,08,11
762,23818,7804,15759,255,2020,08,12
595,24413,7838,16310,265,2020,08,13
527,24940,7783,16882,275,2020,08,14
609,25549,7711,17554,284,2020,08,15
590,26139,7740,18109,290,2020,08,16
776,26915,7680,18938,297,2020,08,17
895,27810,7920,19584,306,2020,08,18
555,28365,7787,20265,313,2020,08,19
443,28808,7477,21012,319,2020,08,20
358,29166,7263,21581,322,2020,08,21
719,29885,7237,22320,328,2020,08,22
507,30392,6810,23251,331,2020,08,23
467,30859,6460,24059,340,2020,08,24
917,31776,6648,24782,346,2020,08,25
532,32308,6748,25210,350,2020,08,26
926,33234,7259,25620,355,2020,08,27
801,34035,7477,26199,359,2020,08,28
635,34670,7565,26740,365,2020,08,29
593,35263,7553,27341,369,2020,08,30
498,35761,7586,27799,376,2020,08,31
617,36378,7561,28434,383,2020,09,01
900,37278,7844,29047,387,2020,09,02
805,38083,7787,29900,396,2020,09,03
708,38791,7805,30582,404,2020,09,04
641,39432,7557,31464,411,2020,09,05
703,40135,7597,32119,419,2020,09,06
765,40900,7742,32730,428,2020,09,07
702,41602,7696,33468,438,2020,09,08
707,42309,7871,33994,444,2020,09,09
